hrs1,sex,racecen1,mntlhlth,depress,wrkstat
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,.s:  Skipped on Web,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,-97,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
18,FEMALE,WHITE,7,No,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
55,FEMALE,.n:  No answer,0,No,Working full time
20,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
45,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
45,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,-97,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
28,FEMALE,WHITE,5,Yes,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,14,Yes,Working full time
40,MALE,WHITE,0,No,Working full time
50,MALE,WHITE,0,No,Working full time
15,MALE,WHITE,0,No,Working part time
36,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
40,FEMALE,WHITE,-97,Yes,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
58,MALE,SOME OTHER RACE,0,No,Working full time
52,FEMALE,WHITE,0,Yes,Working full time
54,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,In school
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
34,MALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,30,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
30,FEMALE,BLACK OR AFRICAN AMERICAN,.n:  No answer,No,Working full time
.i:  Inapplicable,MALE,AMERICAN INDIAN OR ALASKA NATIVE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,MALE,WHITE,30,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
32,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
35,FEMALE,WHITE,20,Yes,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
46,FEMALE,WHITE,2,Yes,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,10,Yes,Working full time
40,MALE,BLACK OR AFRICAN AMERICAN,10,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
40,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,20,Yes,Working full time
40,MALE,WHITE,-97,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,5,No,Working full time
40,FEMALE,WHITE,25,Yes,Working full time
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.s:  Skipped on Web,FEMALE,BLACK OR AFRICAN AMERICAN,30,Yes,Working part time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,HISPANIC,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,In school
41,MALE,WHITE,1,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
50,MALE,WHITE,2,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,0,No,Working full time
40,MALE,WHITE,2,No,Working full time
56,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,20,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
55,MALE,WHITE,0,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
50,MALE,WHITE,.n:  No answer,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,2,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,7,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
56,MALE,WHITE,-97,Yes,Working full time
1,FEMALE,WHITE,-97,.s:  Skipped on Web,Working full time
50,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,30,Yes,Working full time
50,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Working full time
40,FEMALE,ASIAN INDIAN,14,Yes,Working full time
40,MALE,WHITE,0,No,Working full time
55,FEMALE,SOME OTHER RACE,0,No,Working full time
50,FEMALE,BLACK OR AFRICAN AMERICAN,1,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
44,FEMALE,WHITE,-97,No,Working full time
80,MALE,FILIPINO,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
10,FEMALE,WHITE,2,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
50,MALE,WHITE,0,No,Working full time
24,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
50,MALE,WHITE,5,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
55,MALE,VIETNAMESE,0,No,Working full time
45,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,FEMALE,WHITE,0,No,Working full time
50,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
60,MALE,AMERICAN INDIAN OR ALASKA NATIVE,-97,.s:  Skipped on Web,Working full time
50,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,2,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
36,FEMALE,WHITE,0,Yes,Working full time
40,FEMALE,WHITE,10,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,30,Yes,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Working full time
40,MALE,WHITE,0,No,Working full time
34,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,.d:  Do not Know/Cannot Choose,OTHER ASIAN,.i:  Inapplicable,.i:  Inapplicable,Retired
25,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
70,MALE,WHITE,0,No,Working full time
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
40,FEMALE,WHITE,0,No,Working full time
40,FEMALE,SOME OTHER RACE,0,No,Working full time
38,.n:  No answer,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Working full time
.i:  Inapplicable,FEMALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
20,FEMALE,FILIPINO,5,No,Working part time
40,FEMALE,WHITE,30,Yes,Working full time
.i:  Inapplicable,MALE,ASIAN INDIAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,MALE,WHITE,20,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,25,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
20,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
52,FEMALE,WHITE,12,Yes,Working full time
12,MALE,WHITE,0,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
60,MALE,WHITE,5,Yes,Working full time
32,MALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
15,MALE,WHITE,6,Yes,Working part time
58,MALE,WHITE,0,No,Working full time
40,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.d:  Do not Know/Cannot Choose,FEMALE,WHITE,7,Yes,Working full time
50,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,5,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
40,FEMALE,WHITE,0,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
40,MALE,WHITE,2,No,Working full time
36,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
20,MALE,WHITE,0,Yes,Working part time
.i:  Inapplicable,MALE,AMERICAN INDIAN OR ALASKA NATIVE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
60,MALE,WHITE,0,No,Working full time
50,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
47,FEMALE,WHITE,30,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
55,FEMALE,BLACK OR AFRICAN AMERICAN,-97,.s:  Skipped on Web,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.s:  Skipped on Web,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,.s:  Skipped on Web
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
40,FEMALE,WHITE,15,Yes,Working full time
20,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
40,.d:  Do not Know/Cannot Choose,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Working full time
40,MALE,BLACK OR AFRICAN AMERICAN,0,Yes,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,Yes,Working full time
40,MALE,WHITE,0,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
26,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
37,MALE,WHITE,10,Yes,Working full time
44,FEMALE,WHITE,0,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
89+ hrs,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
32,FEMALE,WHITE,3,Yes,Working full time
15,MALE,WHITE,.d:  Do not Know/Cannot Choose,No,Working part time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
45,FEMALE,BLACK OR AFRICAN AMERICAN,4,Yes,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
85,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
40,FEMALE,WHITE,3,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
31,MALE,WHITE,0,No,Working full time
32,FEMALE,WHITE,0,No,Working full time
50,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,In school
50,MALE,BLACK OR AFRICAN AMERICAN,4,No,Working full time
39,FEMALE,WHITE,4,Yes,Working full time
9,FEMALE,HISPANIC,0,No,Working part time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,FEMALE,BLACK OR AFRICAN AMERICAN,15,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,BLACK OR AFRICAN AMERICAN,2,No,Working part time
44,MALE,WHITE,0,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,MALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Retired
15,FEMALE,WHITE,30,Yes,Working part time
3,MALE,SOME OTHER RACE,7,No,Working full time
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
56,FEMALE,HISPANIC,5,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
38,FEMALE,WHITE,14,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
30,FEMALE,WHITE,8,Yes,Working part time
37,FEMALE,VIETNAMESE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,1,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
14,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
50,MALE,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,No,Working full time
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
30,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,1,No,Working full time
50,MALE,WHITE,5,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,-97,No,"With a job, but not at work because of temporary illness, vacation, strike"
55,MALE,WHITE,3,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,FEMALE,WHITE,0,No,Working full time
40,FEMALE,WHITE,20,No,Working full time
40,FEMALE,WHITE,0,No,Working full time
38,MALE,WHITE,0,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,ASIAN INDIAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
